date,state,pm2_5, pm10, o3,no2, co,AQI
6/17/2018,maharashtra,29,28,52,49,39,148.6666667
6/18/2018,maharashtra,20,19,55,45,40,132.9166667
6/19/2018,maharashtra,14,27,58,47,32,117.4166667
6/20/2018,maharashtra,20,53,60,42,27,112.9166667
6/21/2018,maharashtra,39,39,51,38,46,157
6/22/2018,maharashtra,29,26,45,36,76,178.6666667
6/23/2018,maharashtra,19,22,45,36,55,139.0833333
6/24/2018,maharashtra,16,15,45,37,49,128.8333333
6/25/2018,maharashtra,11,22,44,37,66,143.4166667
6/26/2018,maharashtra,17,32,47,36,60,142.6666667
6/27/2018,maharashtra,24,38,48,36,52,142
6/28/2018,maharashtra,29,28,37,37,62,162.4166667
6/29/2018,maharashtra,21,30,48,38,64,155.5
6/30/2018,maharashtra,22,32,45,36,46,131.8333333
1/1/2018,maharashtra,94,106,70,27,53,225.3333333
1/2/2018,maharashtra,89,111,72,27,61,228.6666667
1/3/2018,maharashtra,90,120,71,29,56,226.25
1/4/2018,maharashtra,99,129,86,28,54,234.5
1/5/2018,maharashtra,119,120,69,28,43,247.4166667
1/6/2018,maharashtra,99,111,61,27,21,192
1/7/2018,maharashtra,87,102,65,27,34,192.25
1/8/2018,maharashtra,78,103,63,28,55,207.75
1/9/2018,maharashtra,83,140,51,28,41,196.9166667
1/10/2018,maharashtra,123,137,52,28,44,254
1/11/2018,maharashtra,137,124,56,29,40,268.9166667
1/12/2018,maharashtra,110,114,58,29,35,226.6666667
1/13/2018,maharashtra,93, ,46,29,37,206.5
1/15/2018,maharashtra,170,143,66,29,74,355.4166667
1/16/2018,maharashtra,177,122,67,27,83,373.5
1/17/2018,maharashtra,136,97,68,28,94,333.8333333
1/18/2018,maharashtra,88,100,61,28,101,278.5833333
1/19/2018,maharashtra,92,113,65,28,102,285.1666667
1/20/2018,maharashtra,114,124,66, ,93,#VALUE!
1/21/2018,maharashtra,143,123,91,0,49,251.9166667
1/22/2018,maharashtra,142,104,98,27,33,264.3333333
1/23/2018,maharashtra,106,81,100,27,25,206.3333333
1/24/2018,maharashtra,169,101,63,25,26,289.0833333
1/25/2018,maharashtra,201,135,79,28,19,326.75
1/26/2018,maharashtra,203,117,95,28,39,354.4166667
1/27/2018,maharashtra,142,118,98,28,70,311.8333333
1/28/2018,maharashtra,145,124,76,28,92,343.3333333
1/29/2018,maharashtra,163,144,70,28,73,343.5833333
1/30/2018,maharashtra,221,154,56,0,53,360.9166667
1/31/2018,maharashtra,246,148,46,14,47,404.25
2/1/2018,maharashtra,227,134,41,14,33,361.4166667
2/2/2018,maharashtra,189,124,26,0,43,305.75
2/3/2018,maharashtra,163,132,21,15,51,299.8333333
2/4/2018,maharashtra,183,141,29,14,49,322.75
2/5/2018,maharashtra,209,137,33,14,55,364.9166667
2/6/2018,maharashtra,198,128,32,0,55,332.75
2/7/2018,maharashtra,175,102,34,0,48,293.3333333
2/8/2018,maharashtra,114,95,35,0,27,185.75
2/9/2018,maharashtra,95,102,33,0,24,156.6666667
2/10/2018,maharashtra,101,101,33,0,32,174.6666667
2/11/2018,maharashtra,99,64,28,0,36,177
2/12/2018,maharashtra,64,76,30,0,43,139.0833333
2/13/2018,maharashtra,75,82,32,0,43,153.75
2/14/2018,maharashtra,101,81,29,0,51,198.4166667
2/15/2018,maharashtra,101,98,32,0,44,189.6666667
2/16/2018,maharashtra,109,104,38,0,44,200.3333333
2/17/2018,maharashtra,113,95,38,0,47,209.4166667
2/18/2018,maharashtra,93,88,30,12,58,211.5
2/19/2018,maharashtra,80,104,30,14,44,179.1666667
2/20/2018,maharashtra,113,120,42,0,35,194.4166667
2/21/2018,maharashtra,141,121,46,0,36,233
2/22/2018,maharashtra,150,123,52,0,39,248.75
2/23/2018,maharashtra,139,114,50,0,43,239.0833333
2/24/2018,maharashtra,134,119,39,0,47,237.4166667
2/25/2018,maharashtra,146,123,46,0,44,249.6666667
2/26/2018,maharashtra,161,125,32,0,43,268.4166667
2/27/2018,maharashtra,138,121,44,0,42,236.5
2/28/2018,maharashtra,119,114,42,0,43,212.4166667
3/1/2018,maharashtra,132,118,35,0,45,232.25
3/2/2018,maharashtra,140,125,37,0,44,241.6666667
3/3/2018,maharashtra,156,123,27,0,36,253
3/4/2018,maharashtra,150,123,45,0,32,240
3/5/2018,maharashtra,148, ,59,0,45,253.5833333
3/7/2018,maharashtra,156,110,58,13,51,288
3/8/2018,maharashtra,119,102,55,14,45,232.4166667
3/9/2018,maharashtra,101,110,43,0,45,190.9166667
3/10/2018,maharashtra,114,116,43,7,38,208.25
3/11/2018,maharashtra,128,109,52,9,34,224.4166667
3/12/2018,maharashtra,112,116,40,14,37,213.0833333
3/13/2018,maharashtra,129,125,42,0,43,225.75
3/14/2018,maharashtra,154, ,53,13,40,271.5833333
3/16/2018,maharashtra,76,96,53,14,40,168.8333333
3/17/2018,maharashtra,93,114,59,13,36,185.25
3/18/2018,maharashtra,122,96,61,13,37,225.1666667
3/19/2018,maharashtra,98,83,52,14,44,203.1666667
3/20/2018,maharashtra,78,72,44,0,47,162.75
3/21/2018,maharashtra,67,67,46,0,48,149.3333333
3/22/2018,maharashtra,62,83,58,0,42,135.1666667
3/23/2018,maharashtra,78,100,54,25,42,187.75
3/24/2018,maharashtra,96,109,62,25,45,215.5
3/25/2018,maharashtra,111,116,55,26,44,235.5
3/26/2018,maharashtra,131,117,50,28,41,260.9166667
3/27/2018,maharashtra,134,98,54,26,44,266.1666667
3/28/2018,maharashtra,100,77,50,27,48,227.0833333
3/29/2018,maharashtra,72,76,54,28,47,189.75
3/30/2018,maharashtra,71,82,46,22,53,188.4166667
3/31/2018,maharashtra,76,81,64,17,45,178.8333333
10/1/2017,maharashtra,54,67,52,26,0,104.5
10/2/2017,maharashtra,53,77,61,30,17,129.4166667
10/3/2017,maharashtra,60,86,71,28,24,145
10/4/2017,maharashtra,67,118,74,27,28,158.0833333
10/5/2017,maharashtra,119,102,55,28,28,228.6666667
10/6/2017,maharashtra,120,59,55,28,25,226.25
10/7/2017,maharashtra,58,47,38,29,24,143.5833333
10/8/2017,maharashtra,36,39,55,29,24,114.25
10/9/2017,maharashtra,29,41,56,29,22,102.4166667
10/10/2017,maharashtra,31,48,61,28,29,112.5833333
10/11/2017,maharashtra,36,43,104,28,53,149.25
10/12/2017,maharashtra,33,34,110,28,51,142.75
10/13/2017,maharashtra,27,33,79,27,33,111
10/14/2017,maharashtra,26,43,71,27,28,103.4166667
10/15/2017,maharashtra,33,50,96,27,15,96.5
10/16/2017,maharashtra,39,64,96,29,24,118.25
10/17/2017,maharashtra,51,80,73,28,27,136.75
10/18/2017,maharashtra,67,95,102,30,29,163.0833333
10/19/2017,maharashtra,72,139,113,30,34,176
10/20/2017,maharashtra,132,134,169,29,44,267.25
10/21/2017,maharashtra,134,99,169,30,57,287.4166667
10/22/2017,maharashtra,79,87,146,29,59,215.3333333
10/23/2017,maharashtra,66,91,158,29,63,203
10/24/2017,maharashtra,68,94,158,30,62,205.6666667
10/25/2017,maharashtra,71,113,31,30,61,208.4166667
10/26/2017,maharashtra,92,113,49,29,58,231.4166667
10/27/2017,maharashtra,93,105,49,29,55,229
10/28/2017,maharashtra,84,100,50,30,57,220.75
10/29/2017,maharashtra,78,109,42,29,58,212.75
10/30/2017,maharashtra,87,118,43,29,60,227.25
10/31/2017,maharashtra,97,125,45,29,58,238.0833333
11/1/2017,maharashtra,108,132,42,29,55,249
11/2/2017,maharashtra,125,132,38,28,59,275.4166667
11/3/2017,maharashtra,125, , ,0,0,166.6666667
11/6/2017,maharashtra,82,116,42,30,59,220.5833333
11/7/2017,maharashtra,97,121,42,29,65,246.8333333
11/8/2017,maharashtra,105,115,47,28,60,250
11/9/2017,maharashtra,94,113,50,29,60,236.5833333
11/10/2017,maharashtra,91,121,51,29,61,233.8333333
11/11/2017,maharashtra,105,137,62,31,72,268.75
11/12/2017,maharashtra,137,131,64,31,77,317.6666667
11/13/2017,maharashtra,122,123,65,30,71,288.9166667
11/14/2017,maharashtra,104,123,68,32,68,263.6666667
11/15/2017,maharashtra,100,125,66,31,71,260.8333333
11/16/2017,maharashtra,108,120,76,31,73,274
11/17/2017,maharashtra,105,109,79,26,69,258.75
11/18/2017,maharashtra,87, ,52,28,68,236
11/20/2017,maharashtra,71,79,41,30,67,215.9166667
11/21/2017,maharashtra,62,86,38,30,68,205.1666667
11/22/2017,maharashtra,66,103,53,28,89,234.25
11/23/2017,maharashtra,78,96,68,30,71,230.25
11/24/2017,maharashtra,73,97,73,29,69,219.8333333
11/25/2017,maharashtra,75,134,53,28,66,217.5
11/26/2017,maharashtra,174,150,48,30,66,352
11/27/2017,maharashtra,209,123,32,30,68,401.1666667
11/28/2017,maharashtra,108,119,48,29,71,269
11/29/2017,maharashtra,99,126,48,30,71,258.25
11/30/2017,maharashtra,112,134,28,31,73,279.3333333
12/1/2017,maharashtra,131,123,41,30,67,295.9166667
12/2/2017,maharashtra,112,110,68,28,30,221.8333333
12/3/2017,maharashtra,88,102,70,28,36,197.3333333
12/4/2017,maharashtra,79,93,47,27,63,217.8333333
12/5/2017,maharashtra,72,89,56,27,54,197.25
12/6/2017,maharashtra,69, ,70,29,53,194.5
12/12/2017,maharashtra,51,63,71,29,108,239.25
12/13/2017,maharashtra,48,74,46,29,69,186.5
12/14/2017,maharashtra,57,80,70,28,77,207.25
12/15/2017,maharashtra,61,102,80,28,80,216.3333333
12/16/2017,maharashtra,81,113,51,28,76,238
12/17/2017,maharashtra,91,98,48,28,61,232.5833333
12/18/2017,maharashtra,77,101,47,29,53,205.1666667
12/19/2017,maharashtra,80,107,43,29,55,211.6666667
12/20/2017,maharashtra,86,111,47,28,73,240.9166667
12/21/2017,maharashtra,89,133,52,28,42,206.1666667
12/22/2017,maharashtra,134,144,52,29,55,283.6666667
12/23/2017,maharashtra,155,135,71,29,62,320.4166667
12/24/2017,maharashtra,133,126,75,28,58,284.8333333
12/25/2017,maharashtra,112,131,41,28,56,254.3333333
12/26/2017,maharashtra,113,136,40,29,56,256.9166667
12/27/2017,maharashtra,126,139,54,29,46,261.75
12/28/2017,maharashtra,127,135,56,28,60,279.3333333
12/29/2017,maharashtra,121,129,60,28,65,277.5833333
12/30/2017,maharashtra,118, , ,0,0,157.3333333
7/1/2017,maharashtra,26,35,32,27,26,100.9166667
7/2/2017,maharashtra,27,32,27,27,9,81
7/3/2017,maharashtra,25,42,26,28,18,90.83333333
7/4/2017,maharashtra,33,43,26,27,11,91.5
7/5/2017,maharashtra,34,50,27,28,22,107.8333333
7/6/2017,maharashtra,39,54,26,29,17,109.5
7/7/2017,maharashtra,42,54,27,27,12,104.75
7/8/2017,maharashtra,42,55,27,28,17,112.25
7/9/2017,maharashtra,43,47,25,29,20,118.5833333
7/10/2017,maharashtra,38,46,25,29,21,113.1666667
7/11/2017,maharashtra,36,47,42,28,22,110.5
7/12/2017,maharashtra,37,50,85,29,13,101.8333333
7/13/2017,maharashtra,40,45,75,29,19,113.3333333
7/14/2017,maharashtra,35,39,22,27,40,130.4166667
7/15/2017,maharashtra,31,41,16,27,61,151.3333333
7/16/2017,maharashtra,32,32,23,28,3,81.41666667
7/17/2017,maharashtra,23,29,19,29,12,81.91666667
7/18/2017,maharashtra,21,23,20,28,32,103
7/19/2017,maharashtra,17,21,16,28,26,90.16666667
7/20/2017,maharashtra,16,23,80,27,30,92.58333333
7/21/2017,maharashtra,18,25,80,29,38,107.75
7/22/2017,maharashtra,20, , ,0,0,26.66666667
7/24/2017,maharashtra,29,44,76,28,42,126.1666667
7/25/2017,maharashtra,34,50,80,29,43,135.3333333
7/26/2017,maharashtra,39,43,62,27,27,119.5
7/27/2017,maharashtra,34,34,62,27,25,110.3333333
7/28/2017,maharashtra,26,31,46,29,25,102.1666667
7/29/2017,maharashtra,25, , ,0,0,33.33333333
7/31/2017,maharashtra,24,30,33,27,61,142
8/1/2017,maharashtra,23,31,27,28,43,119.4166667
8/2/2017,maharashtra,24,35,21,28,40,117
8/3/2017,maharashtra,27,37,20,29,46,129.75
8/4/2017,maharashtra,29,47,24,28,37,119.9166667
8/5/2017,maharashtra,37,51,92,27,51,146.8333333
8/6/2017,maharashtra,40,54,93,27,62,164.5833333
8/7/2017,maharashtra,42,52,56,28,65,172.25
8/8/2017,maharashtra,40,54,26,28,35,132.0833333
8/9/2017,maharashtra,42,48,177,29,31,131
8/10/2017,maharashtra,37,42,176,27,42,135.5833333
8/11/2017,maharashtra,33,39,66,26,28,111.5
8/12/2017,maharashtra,31,42,60,27,22,102.5833333
8/13/2017,maharashtra,33,42,27,26,32,116.5
8/14/2017,maharashtra,32,47,27,26,84,180.1666667
8/15/2017,maharashtra,36,48,25,29,106,216.75
8/16/2017,maharashtra,37,56,28,28,50,146.8333333
8/17/2017,maharashtra,42,63,24,27,12,104.75
8/18/2017,maharashtra,48,54,24,27,12,112.75
8/19/2017,maharashtra,44,31,24,28,12,108.6666667
8/20/2017,maharashtra,25,24,24,28,0,68.33333333
8/21/2017,maharashtra,19,30,29,0,0,25.33333333
8/22/2017,maharashtra,24,41,29,27,14,83.25
8/23/2017,maharashtra,34,40,25,27,15,97.83333333
8/24/2017,maharashtra,32,35,25,29,14,96.41666667
8/25/2017,maharashtra,27,24,24,26,13,84.75
8/26/2017,maharashtra,19,22,32,27,12,74.08333333
8/27/2017,maharashtra,17,23,32,26,12,70.16666667
8/28/2017,maharashtra,18,20,31,26,83,160.25
8/29/2017,maharashtra,16,21,32,28,51,120.0833333
8/30/2017,maharashtra,17,43,58,29,27,92.66666667
8/31/2017,maharashtra,34,61,44,35,20,114.0833333
9/1/2017,maharashtra,47,47,25,32,26,135.1666667
9/2/2017,maharashtra,36,42,26,28,31,121.75
9/3/2017,maharashtra,32,44,26,29,30,116.4166667
9/4/2017,maharashtra,34,54,25,27,27,112.8333333
9/5/2017,maharashtra,42,63,23,27,25,121
9/6/2017,maharashtra,49, , ,0,0,65.33333333
9/11/2017,maharashtra,36,45,11,29,35,128
9/12/2017,maharashtra,34,45,48,27,32,119.0833333
9/13/2017,maharashtra,34,32,48,27,48,139.0833333
9/14/2017,maharashtra,24,37, ,26,46,122
9/15/2017,maharashtra,29,38, ,27,44,127.4166667
9/16/2017,maharashtra,30,36, ,27,42,126.25
9/17/2017,maharashtra,28,34, ,27,43,124.8333333
9/18/2017,maharashtra,26,32,19,28,44,124.6666667
9/19/2017,maharashtra,25,26,34,27,42,119.5833333
9/20/2017,maharashtra,20,43,36,29,65,144.1666667
9/21/2017,maharashtra,36,53,29,29,69,170.5
9/22/2017,maharashtra,43,83,64,27,31,129.8333333
9/23/2017,maharashtra,66,75,64,28,23,151.75
9/24/2017,maharashtra,59,55,62,28,24,143.6666667
9/25/2017,maharashtra,43,66,66,27,32,131.0833333
9/26/2017,maharashtra,51,73,89,26,21,126.75
9/27/2017,maharashtra,56,85,77,26,14,124.6666667
9/28/2017,maharashtra,65,81,56,27,16,140.4166667
9/29/2017,maharashtra,64,86,60,28,15,139.0833333
9/30/2017,maharashtra,87,68,52,25,12,162.25
4/1/2017,maharashtra,90,110,65,0, ,#VALUE!
4/2/2017,maharashtra,89,98,90,0,36,163.6666667
4/3/2017,maharashtra,75,102,92,0,35,143.75
4/4/2017,maharashtra,79,94,74,28,35,184.0833333
4/5/2017,maharashtra,73,99,130,27,41,182.3333333
4/6/2017,maharashtra,76,102,142,28,48,196.3333333
4/7/2017,maharashtra,79,115,93,28,53,206.5833333
4/8/2017,maharashtra,97,128,120,28,52,229.3333333
4/9/2017,maharashtra,118,129,131,28,51,256.0833333
4/10/2017,maharashtra,118,137,104,28,51,256.0833333
4/11/2017,maharashtra,137,134,100,29,53,285.1666667
4/12/2017,maharashtra,131,114,116,0,51,238.4166667
4/13/2017,maharashtra,96,105,104,0,48,188
4/14/2017,maharashtra,82,103,92,26,45,198.0833333
4/15/2017,maharashtra,80,105,126,29,43,196.6666667
4/16/2017,maharashtra,83,102,142,28,55,214.4166667
4/17/2017,maharashtra,80,110,196,26,40,189.1666667
4/18/2017,maharashtra,88,107,151,27,45,207.3333333
4/19/2017,maharashtra,85,95,82,28,50,210.8333333
4/20/2017,maharashtra,74,88,86,26,44,186.1666667
4/21/2017,maharashtra,68,79,228,27,51,188.1666667
4/22/2017,maharashtra,61,84,179,28,52,181.3333333
4/23/2017,maharashtra,65,88,68,28,53,187.9166667
4/24/2017,maharashtra,67,92,75,0,55,158.0833333
4/25/2017,maharashtra,71,105,144,28,52,194.6666667
4/26/2017,maharashtra,82,103,69,27,53,209.3333333
4/27/2017,maharashtra,81,98,45,28,53,209.25
4/28/2017,maharashtra,76,90,49,28,57,207.5833333
4/29/2017,maharashtra,69,92,72,27,54,193.25
4/30/2017,maharashtra,71,104,62,27,54,195.9166667
5/1/2017,maharashtra,81,111,46,27,55,210.5
5/2/2017,maharashtra,90,110,48,27,45,210
5/3/2017,maharashtra,88,105,45,29,50,216.0833333
5/4/2017,maharashtra,83,107,50,27,51,208.1666667
5/5/2017,maharashtra,85,101,51,0,51,177.0833333
5/6/2017,maharashtra,79,90,39,28,47,199.0833333
5/7/2017,maharashtra,69,84,44,28,51,190.75
5/8/2017,maharashtra,65,87,55,27,51,184.1666667
5/9/2017,maharashtra,61,85,71,28,48,176.3333333
5/10/2017,maharashtra,54,77,62,28,47,165.75
5/11/2017,maharashtra,58,80,36,28,52,177.3333333
5/12/2017,maharashtra,61,75,45,28,49,177.5833333
5/13/2017,maharashtra,57,74,48,27,47,168.5
5/14/2017,maharashtra,57,67,49,28,44,166
5/15/2017,maharashtra,52,58,44,28,48,164.3333333
5/16/2017,maharashtra,45,64,46,27,52,158.75
5/17/2017,maharashtra,49,65,44,27,52,164.0833333
5/18/2017,maharashtra,52,64,40,27,51,166.8333333
5/19/2017,maharashtra,50,64,37,27,55,169.1666667
5/20/2017,maharashtra,50,55,36,29,53,169.1666667
5/21/2017,maharashtra,43,51,26,29,56,163.5833333
5/22/2017,maharashtra,40,50,27,27,68,172.0833333
5/23/2017,maharashtra,39,67,37,26,71,173.25
5/24/2017,maharashtra,53,79,37,26,53,169.4166667
5/25/2017,maharashtra,61,71,37,27,46,172.5833333
5/26/2017,maharashtra,54,69,37,28,43,160.75
5/27/2017,maharashtra,52,74,34,28,46,161.8333333
5/28/2017,maharashtra,57,49,33,28,56,181
5/29/2017,maharashtra,39,52,33,27,112,225.75
5/30/2017,maharashtra,45,41,28,27,87,202.5
5/31/2017,maharashtra,33,49,39,28,55,147.75
6/1/2017,maharashtra,38,57,36,27,63,163.1666667
6/2/2017,maharashtra,45,42,37,27,62,171.25
6/3/2017,maharashtra,34,35,42,28,55,149.0833333
6/4/2017,maharashtra,27,52,32,28,52,136
6/5/2017,maharashtra,40,113,31,27,52,152.0833333
6/6/2017,maharashtra,231,90,33,27,55,410.5
6/7/2017,maharashtra,173,40,36,27,90,376.9166667
6/8/2017,maharashtra,31,36,32,29,99,201.3333333
6/9/2017,maharashtra,28,40,50,28,85,178.5833333
6/10/2017,maharashtra,31,33,68,28,54,143.8333333
6/11/2017,maharashtra,26,27,34,28,62,147.1666667
6/12/2017,maharashtra,21,26,42,27,53,128
6/13/2017,maharashtra,21,28,38,28,51,126.75
6/14/2017,maharashtra,21,32,58,28,59,136.75
6/15/2017,maharashtra,25,28,68,28,49,129.5833333
6/16/2017,maharashtra,22,29,48,29,57,136.8333333
6/17/2017,maharashtra,23,31,48,28,59,139.4166667
6/18/2017,maharashtra,24,32,31,28,61,143.25
6/19/2017,maharashtra,25,31,30,29,50,132.0833333
6/20/2017,maharashtra,24,34,26,28,52,132
6/21/2017,maharashtra,26,39,27,28,61,145.9166667
6/22/2017,maharashtra,30,44,27,29,68,161.25
6/23/2017,maharashtra,34,41,24,28,52,145.3333333
6/24/2017,maharashtra,32,40,24,28,56,147.6666667
6/25/2017,maharashtra,31,26,22,29,46,135.0833333
6/26/2017,maharashtra,20,27,22,28,49,122.9166667
6/27/2017,maharashtra,21,32,24,28,68,148
6/28/2017,maharashtra,25,32,49,29,59,143.3333333
6/29/2017,maharashtra,25,31,41,29,51,133.3333333
6/30/2017,maharashtra,24,34,35,28,52,132
1/2/2017,maharashtra,136,138,35,26,71,302.5833333
1/3/2017,maharashtra,144,146,39,26,95,343.25
1/4/2017,maharashtra,163,146,49,26,101,376.0833333
1/5/2017,maharashtra,161,135,52,25,93,362.1666667
1/6/2017,maharashtra,136,119,46,26,83,317.5833333
1/7/2017,maharashtra,105,107,46,24,57,241.25
1/8/2017,maharashtra,88,103,46,24,44,202.3333333
1/9/2017,maharashtra,83,107,84,24,52,205.6666667
1/10/2017,maharashtra,87,116,83,25,54,214.75
